SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,7/25/2023,811e3118-5380-5ee8-a5d9-01d48d0a0627,Azure Purview,Azure Purview Scanning Ingestion and Classification,All,Standard vCore,10.203563,6.428243
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,7/26/2023,811e3118-5380-5ee8-a5d9-01d48d0a0627,Azure Purview,Azure Purview Scanning Ingestion and Classification,All,Standard vCore,9.982546,6.289005
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/26/2023,811e3118-5380-5ee8-a5d9-01d48d0a0627,Azure Purview,Azure Purview Scanning Ingestion and Classification,All,Standard vCore,13.224199,8.331241
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/30/2023,6fd60a85-00b9-5645-97d8-0282bcf2f617,Azure Grafana Service,Azure Managed Grafana,EU West,Standard User,0,0
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/31/2023,6fd60a85-00b9-5645-97d8-0282bcf2f617,Azure Grafana Service,Azure Managed Grafana,EU West,Standard User,0,0
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,7/31/2023,7ce2db1d-59a0-5193-8a57-0431a10622b6,Azure Purview,Azure Purview Data Map,All,Data Map Enrichment - Data Insights Generation vCore,4.5334,3.717388
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/7/2023,7ce2db1d-59a0-5193-8a57-0431a10622b6,Azure Purview,Azure Purview Data Map,All,Data Map Enrichment - Data Insights Generation vCore,2.4,1.968
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/14/2023,7ce2db1d-59a0-5193-8a57-0431a10622b6,Azure Purview,Azure Purview Data Map,All,Data Map Enrichment - Data Insights Generation vCore,2.5334,2.077388
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/21/2023,7ce2db1d-59a0-5193-8a57-0431a10622b6,Azure Purview,Azure Purview Data Map,All,Data Map Enrichment - Data Insights Generation vCore,2.1334,1.749388
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/28/2023,7ce2db1d-59a0-5193-8a57-0431a10622b6,Azure Purview,Azure Purview Data Map,All,Data Map Enrichment - Data Insights Generation vCore,4.2666,3.498612
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/4/2023,7ce2db1d-59a0-5193-8a57-0431a10622b6,Azure Purview,Azure Purview Data Map,All,Data Map Enrichment - Data Insights Generation vCore,2.4,1.968
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/21/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,0.181111,0.047089
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/18/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,16.268889,4.229911
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/19/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/20/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/21/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/22/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/23/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/24/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,2.488889,0.647111
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/8/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,22.801111,5.928289
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/9/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/10/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/11/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/12/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/13/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/14/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/15/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/16/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/17/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/18/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/19/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/20/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/21/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/22/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/23/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/24/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/25/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/26/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/27/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/28/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/29/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/30/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/31/2023,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/1/2024,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/2/2024,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/3/2024,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/4/2024,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/5/2024,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/6/2024,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/7/2024,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/8/2024,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,24,6.24
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/9/2024,c0ce9247-e2a8-479c-bf2e-0499e720ae0d,Application Gateway,Standard v2,EU West,Standard Fixed Cost,5,1.3
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,7/17/2023,d4f05472-2d78-4289-8edc-0505cf2146ba,Storage,Azure Data Lake Storage Gen2 Hierarchical Namespace,AU East,Hot GRS Write Operations,0.0012,0.000172
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/23/2023,b1d1445b-213f-499a-bb19-070a2d50248a,Storage,Tiered Block Blob,AU East,Hot LRS Write Operations,0.0017,0.000094
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/18/2023,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,3.60E-05,0
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/19/2023,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,9.00E-05,0.000021
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/20/2023,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000138,0.000024
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/21/2023,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000168,0.000024
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/22/2023,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000216,0.000024
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/23/2023,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000267,0.000027
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/24/2023,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000288,0.000048
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/25/2023,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000288,0.000048
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/26/2023,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000288,0.000048
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/27/2023,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000288,0.000048
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/28/2023,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000288,0.000048
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/29/2023,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000288,0.000048
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/30/2023,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000288,0.000048
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/31/2023,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000288,0.000048
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/1/2024,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000288,0.000048
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/2/2024,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000273,0.000033
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/3/2024,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000264,0.000024
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/4/2024,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000264,0.000024
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/5/2024,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000264,0.000024
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/6/2024,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000306,0.000045
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/7/2024,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000312,0.000048
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/8/2024,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,0.000312,0.000048
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/9/2024,7723a342-2802-4415-b9bd-07ccd123e94e,Storage,Tables,UK South,RA-GRS Data Stored,6.50E-05,0.00001
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/10/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,13.820278,6.46789
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/11/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/12/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,22.988888,10.7588
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/13/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/14/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,21.661389,10.13753
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/15/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/16/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/17/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/18/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/19/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/20/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/21/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/22/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/23/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/24/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/25/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/26/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/27/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/28/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/29/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/30/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/31/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/1/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/2/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/3/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/4/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/5/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/6/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/7/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/8/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/9/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/10/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/11/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/12/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/13/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/14/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/15/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/16/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/17/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/18/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/19/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/20/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/21/2022,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
