SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,7/29/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,7/30/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,7/31/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/1/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/2/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/3/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/4/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/5/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/6/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/7/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/8/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/9/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/10/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/11/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/12/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/13/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/14/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/15/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/16/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/17/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/18/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/19/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/20/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/21/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/22/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/23/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/24/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/25/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/26/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/27/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/28/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/29/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/30/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/31/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/1/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/2/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/3/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/4/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/5/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/6/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/7/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/8/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/9/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/10/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/11/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/12/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/13/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/14/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/15/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/16/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,24,11.232
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/17/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,38.44,17.98992
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/18/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/19/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/20/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/21/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,47.204723,22.09181
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/22/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,47.715277,22.33075
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/23/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,47.839166,22.38873
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/24/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/25/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/26/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/27/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/28/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/29/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/30/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/1/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/2/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/3/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/4/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/5/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/6/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/7/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/8/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/9/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/10/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/11/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/12/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/13/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/14/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/15/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/16/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/17/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/18/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/19/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/20/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/21/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/22/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/23/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/24/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,46,21.528
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/25/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/26/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/27/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/28/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/29/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/30/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/31/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/1/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/2/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/3/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/4/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/5/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/6/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/7/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/8/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/9/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/10/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/11/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/12/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/13/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/14/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/15/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/16/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/17/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/18/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/19/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/20/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/21/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/22/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/23/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/24/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/25/2023,5e47ce41-ebfb-4fc4-a5fe-07e14d518ac1,Application Gateway,WAF v2,EU West,Standard Fixed Cost,48,22.464
